time, avgDiseases, propHealthy
0.21829525340292696, 2.87, 0.035
0.22136441331454296, 2.87, 0.035
0.22245140408402853, 2.87, 0.035
0.2243908388680358, 2.87, 0.035
0.22816651093886461, 2.87, 0.035
0.22868216246982628, 2.87, 0.035
0.23039018615927548, 2.87, 0.035
0.2306812736057552, 2.87, 0.035
0.23169431720638906, 2.87, 0.035
0.23336890127960694, 2.87, 0.035
0.23945720717599292, 2.87, 0.035
0.23952700018438022, 2.87, 0.035
0.24229107128925098, 2.87, 0.035
0.24648140322798542, 2.87, 0.035
0.25102826594394007, 2.87, 0.035
0.252814106114982, 2.87, 0.035
0.2552729546590388, 2.87, 0.035
0.25841186836658, 2.87, 0.035
0.26219431451432973, 2.87, 0.035
0.26398261024567654, 2.8725, 0.035
0.2642787183462432, 2.8725, 0.035
0.27259325075987273, 2.8725, 0.035
0.27875340035463214, 2.8725, 0.035
0.2827812502621331, 2.8725, 0.035
0.28322483848587104, 2.8725, 0.035
0.2850573120445534, 2.8725, 0.035
0.2908234630441247, 2.875, 0.035
0.29384532783039613, 2.875, 0.035
0.29750025444534245, 2.875, 0.035
0.3023248065706225, 2.875, 0.035
0.3035419919357821, 2.875, 0.035
0.3049475380997842, 2.875, 0.035
0.3049794386170543, 2.875, 0.035
0.3086756439241254, 2.8775, 0.035
0.30985336505479033, 2.8775, 0.035
0.3104299704083557, 2.88, 0.035
0.31265622814953914, 2.8825, 0.035
0.31331728290670685, 2.8825, 0.035
0.3138531997846056, 2.8825, 0.035
0.3145673533342143, 2.885, 0.035
0.3164801796681737, 2.885, 0.035
0.31866822597239863, 2.885, 0.035
0.3202036184743761, 2.885, 0.035
0.32066639495909827, 2.8875, 0.035
0.3210434068857891, 2.8875, 0.035
0.3215804740497045, 2.8875, 0.035
0.3218946732132891, 2.8875, 0.035
0.3313201093691148, 2.8875, 0.035
0.33247782804347176, 2.8875, 0.035
0.3329356004514792, 2.8875, 0.035
0.33355394480974726, 2.8875, 0.035
0.3356398503216206, 2.8875, 0.035
0.3415186324265049, 2.8875, 0.035
0.34183313134099685, 2.89, 0.035
0.3440703051463697, 2.89, 0.035
0.34941922795155805, 2.89, 0.035
0.3495302512002465, 2.89, 0.035
0.35130223691083495, 2.89, 0.035
0.3528693992418689, 2.89, 0.035
0.3547258765803991, 2.89, 0.035
0.36108684704345856, 2.89, 0.035
0.36692580513552486, 2.8925, 0.035
0.36915538919016344, 2.8925, 0.035
0.36922950814749417, 2.8925, 0.035
0.37279095552435987, 2.8925, 0.035
0.3746082887437205, 2.8925, 0.035
0.3777405509179541, 2.8925, 0.035
0.3820510625792671, 2.8925, 0.035
0.38490321107613296, 2.8925, 0.035
0.3879994454658017, 2.8925, 0.035
0.3886715822223751, 2.8925, 0.035
0.38935065139622543, 2.8925, 0.035
0.39148256590061525, 2.8925, 0.035
0.3934243195865085, 2.8925, 0.035
0.3976025454739291, 2.8925, 0.035
0.4001228999822432, 2.8925, 0.035
0.4060294689289333, 2.8925, 0.035
0.40616638940237815, 2.8925, 0.035
0.40812284361334844, 2.8925, 0.035
0.4168790481300266, 2.8925, 0.035
0.41739618725587163, 2.895, 0.035
0.4201216515540944, 2.895, 0.035
0.4260530302082769, 2.895, 0.035
0.42648931269195833, 2.8975, 0.035
0.4277195745126295, 2.9, 0.035
0.42808773968093644, 2.9, 0.035
0.4288552912555446, 2.9, 0.035
0.43000374131317787, 2.9025, 0.035
0.4326019739207491, 2.9025, 0.035
0.435655803513824, 2.9025, 0.035
0.44244470660436885, 2.9025, 0.035
0.4424544554155316, 2.9025, 0.035
0.44527034408935695, 2.9025, 0.035
0.4474561900503584, 2.9025, 0.035
0.4492586241197522, 2.9025, 0.035
0.44981143752887387, 2.9025, 0.035
0.4510239354365715, 2.9025, 0.035
0.4527806140296336, 2.905, 0.035
0.4554709877314148, 2.905, 0.035
0.4571155994798089, 2.905, 0.035
0.45754201758387225, 2.905, 0.035
0.4595514058763796, 2.905, 0.035
0.46222494008688697, 2.905, 0.035
0.4676056819518686, 2.9075, 0.035
0.47232942901479297, 2.9075, 0.035
0.47598257413877687, 2.91, 0.035
0.4799579995050072, 2.91, 0.035
0.4829948752650713, 2.9125, 0.035
0.4872732311909401, 2.9125, 0.035
0.48784081264484735, 2.9125, 0.035
0.4884305437313313, 2.9125, 0.035
0.4916907189327344, 2.9125, 0.035
0.49260592365530853, 2.9125, 0.035
0.49502597515722413, 2.9125, 0.035
0.49678738895195296, 2.9125, 0.035
0.49854575397408357, 2.9125, 0.035
0.49903346312446967, 2.9125, 0.035
0.510819172718331, 2.9125, 0.035
0.512193945325222, 2.915, 0.035
0.5154894365087034, 2.9175, 0.035
0.5159609562579228, 2.92, 0.035
0.51725333106913, 2.92, 0.035
0.5227132262647722, 2.92, 0.035
0.5262228550748724, 2.9225, 0.035
0.5293262868868425, 2.925, 0.035
0.5298874942680857, 2.925, 0.035
0.535578622100362, 2.925, 0.035
0.5360721833170811, 2.925, 0.035
0.536512865232936, 2.925, 0.035
0.5375333795420963, 2.925, 0.035
0.5381326490129497, 2.925, 0.035
0.5400006974709202, 2.925, 0.035
0.5411907220112646, 2.93, 0.035
0.5441095025676843, 2.93, 0.035
0.5451958691262426, 2.93, 0.035
0.5491937583958882, 2.93, 0.035
0.5500467545772411, 2.93, 0.035
0.5515876020630851, 2.9325, 0.035
0.5519379500638877, 2.9325, 0.035
0.557013993526104, 2.9325, 0.035
0.5572479558217384, 2.9325, 0.035
0.5590168032326565, 2.9325, 0.035
0.5609826835345506, 2.935, 0.035
0.5628111491169165, 2.935, 0.035
0.5643329398772855, 2.935, 0.035
0.5694549440781513, 2.935, 0.035
0.5723752109309949, 2.935, 0.035
0.5738694458564736, 2.935, 0.035
0.576662236577251, 2.9375, 0.035
0.5796699414086197, 2.9375, 0.035
0.5821271126414149, 2.9375, 0.035
0.5831809819901235, 2.9375, 0.035
0.5880777995533042, 2.9375, 0.035
0.5912021424942004, 2.9375, 0.035
0.5912328356687578, 2.9375, 0.035
0.5926853100005735, 2.9375, 0.035
0.5955218551529864, 2.9375, 0.035
0.5969810623575149, 2.94, 0.035
0.5998691800814323, 2.9425, 0.035
0.6085883383593427, 2.9425, 0.035
0.6109377357814505, 2.9425, 0.035
0.6178459726310653, 2.9425, 0.035
0.6192242568201164, 2.9425, 0.035
0.6201157625583495, 2.9425, 0.035
0.6209835961899528, 2.9425, 0.035
0.6267629869781781, 2.9425, 0.035
0.6275328448560386, 2.9425, 0.035
0.6290692030098692, 2.9425, 0.035
0.6300456294282732, 2.9425, 0.035
0.6354319707405807, 2.9425, 0.035
0.6383504626042338, 2.9425, 0.035
0.6405211076370131, 2.9425, 0.035
0.6422398198136784, 2.9425, 0.035
0.6430257536592019, 2.9425, 0.035
0.6432123292133802, 2.9425, 0.035
0.6453569732901412, 2.9425, 0.035
0.6536189211952289, 2.9425, 0.035
0.6552446325516671, 2.945, 0.035
0.6558720717864528, 2.945, 0.035
0.6597280685003716, 2.945, 0.035
0.6662594262347955, 2.95, 0.035
0.6676472884600937, 2.95, 0.035
0.6729314075526646, 2.95, 0.035
0.6737056758448405, 2.95, 0.035
0.6744731025230695, 2.95, 0.035
0.6769173276104627, 2.95, 0.035
0.6871409070624946, 2.95, 0.035
0.688043345483158, 2.9525, 0.035
0.6883519262156095, 2.9525, 0.035
0.6941003324584796, 2.9525, 0.035
0.697911603323636, 2.9525, 0.035
0.6981109941170414, 2.9525, 0.035
0.7038819205445458, 2.9525, 0.035
0.7044094116175227, 2.9525, 0.035
0.7046637679316363, 2.9525, 0.035
0.7051779693297808, 2.9525, 0.035
0.7103853959726865, 2.9525, 0.035
0.7114624835466404, 2.955, 0.035
0.711568911658019, 2.955, 0.035
0.7119860517107517, 2.955, 0.035
0.7135466579916157, 2.9575, 0.035
0.715669875551312, 2.9575, 0.035
0.7160083939091308, 2.9575, 0.035
0.7168441601633246, 2.9575, 0.035
0.7228321907162898, 2.9575, 0.035
0.7273572971643276, 2.9625, 0.035
0.7279693715579785, 2.9625, 0.035
0.7285755883594186, 2.9625, 0.035
0.7288815859931128, 2.9625, 0.035
0.7291006061920147, 2.9625, 0.035
0.7299447106764688, 2.9625, 0.035
0.7323413830159144, 2.9625, 0.035
0.742684450213496, 2.965, 0.035
0.7445679005436843, 2.965, 0.035
0.7452651098049142, 2.965, 0.035
0.74998066858571, 2.9675, 0.035
0.7543357842177993, 2.9675, 0.035
0.756671423955764, 2.9675, 0.035
0.7570303177298924, 2.9675, 0.035
0.7579137410587292, 2.9675, 0.035
0.7597832970755015, 2.9675, 0.035
0.7599696585664429, 2.97, 0.035
0.7694563043900968, 2.975, 0.035
0.7709163448511831, 2.975, 0.035
0.7720584509135526, 2.975, 0.035
0.7724091535593501, 2.975, 0.035
0.7747035976989347, 2.975, 0.035
0.7776672347285544, 2.975, 0.035
0.7778349401095495, 2.975, 0.035
0.782927156612258, 2.975, 0.035
0.7866096916088807, 2.975, 0.035
0.7927722093509084, 2.975, 0.035
0.7967800856140943, 2.975, 0.035
0.7969214000936194, 2.975, 0.035
0.7988126835565938, 2.975, 0.035
0.7996517181539798, 2.975, 0.035
0.8023762431570258, 2.975, 0.035
0.8050289928214641, 2.9775, 0.0325
0.8069981849554955, 2.9775, 0.0325
0.8089582835754185, 2.9775, 0.0325
0.8091005294723376, 2.98, 0.0325
0.8123869675791529, 2.9825, 0.0325
0.818427417518161, 2.9825, 0.0325
0.8187250030985811, 2.9825, 0.0325
0.8274818981108227, 2.9825, 0.0325
0.8355895487874029, 2.9825, 0.0325
0.8382789935094674, 2.9825, 0.0325
0.8383675585092267, 2.9825, 0.0325
0.8412697908988557, 2.9825, 0.0325
0.8472288603945313, 2.9825, 0.0325
0.8477021329264234, 2.9825, 0.0325
0.8498511284876159, 2.985, 0.0325
0.8502839550905696, 2.9875, 0.0325
0.854519260516411, 2.9875, 0.0325
0.8559390199788754, 2.9875, 0.0325
0.8563511843229856, 2.9875, 0.0325
0.8564405513716387, 2.9875, 0.0325
0.8578329950949348, 2.9875, 0.0325
0.8644223022272676, 2.99, 0.0325
0.8665718382415164, 2.99, 0.0325
0.869546712587765, 2.99, 0.0325
0.8705166730664711, 2.9925, 0.0325
0.874484382374066, 2.9925, 0.0325
0.8778957244244231, 2.9925, 0.0325
0.8785898504725448, 2.9925, 0.0325
0.8796485516231428, 3.0, 0.0325
0.8805585616491102, 3.0, 0.0325
0.8806526424028736, 3.005, 0.0325
0.8816238542169397, 3.005, 0.0325
0.887155830712361, 3.005, 0.0325
0.8879843362637528, 3.005, 0.0325
0.8901118570316049, 3.005, 0.0325
0.8905034161157137, 3.0075, 0.0325
0.8932234673539411, 3.0075, 0.0325
0.8951271348395197, 3.0075, 0.0325
0.8961899403981487, 3.0075, 0.0325
0.8963369412529882, 3.01, 0.03
0.897475185281968, 3.01, 0.03
0.8984006528541764, 3.0125, 0.03
0.90101040450416, 3.0125, 0.03
0.9031530621107988, 3.0125, 0.03
0.9033719474342485, 3.0125, 0.03
0.9037998375591553, 3.0125, 0.03
0.9068982238577367, 3.0175, 0.03
0.9076791361038057, 3.0175, 0.03
0.9076957743485958, 3.0175, 0.03
0.9081670477212822, 3.0175, 0.03
0.9083988017306456, 3.02, 0.03
0.9116313396102799, 3.02, 0.03
0.9136979894585717, 3.0225, 0.03
0.9157098566530724, 3.0225, 0.03
0.9170813512644462, 3.0225, 0.03
0.9172070094876076, 3.0225, 0.03
0.919078410957691, 3.0225, 0.03
0.9263836252211127, 3.0225, 0.03
0.9307987533535279, 3.0225, 0.03
0.932180671761332, 3.0225, 0.03
0.9324441941274111, 3.025, 0.03
0.9360167665042634, 3.025, 0.03
0.9376370497105257, 3.0275, 0.03
0.9379266282721324, 3.03, 0.03
0.9439605623868779, 3.03, 0.03
0.9442159095818242, 3.0325, 0.03
0.9445769699676386, 3.0325, 0.03
0.9447969788136374, 3.0325, 0.03
0.9497423436809909, 3.035, 0.03
0.9501832343648307, 3.035, 0.03
0.9506124367456034, 3.0425, 0.03
0.9509394088539358, 3.0425, 0.03
0.9532715783676486, 3.045, 0.03
0.954199941160234, 3.0475, 0.03
0.9576609422416517, 3.05, 0.03
0.9606692257383, 3.05, 0.03
0.9643980194446198, 3.05, 0.03
0.9646214147738325, 3.05, 0.03
0.9664970477159474, 3.05, 0.03
0.9689096974456112, 3.05, 0.03
0.969636491729848, 3.0525, 0.03
0.969915453239887, 3.06, 0.03
0.9729482776410103, 3.06, 0.03
0.9793833634323676, 3.06, 0.03
0.980716978382917, 3.06, 0.03
0.9808776085962843, 3.06, 0.03
0.9817622488655845, 3.06, 0.03
0.9873957810511396, 3.06, 0.03
0.9902418814043812, 3.06, 0.03
0.9934031637592312, 3.06, 0.03
0.9963168560281013, 3.06, 0.03
0.99985259428031, 3.06, 0.03
1.0, 3.0575, 0.03
1.0, 3.055, 0.03
1.0, 3.0525, 0.0325
1.0, 3.05, 0.0325
1.0, 3.0475, 0.0325
1.0, 3.045, 0.0325
1.0, 3.045, 0.0325
1.0, 3.0425, 0.0325
1.0, 3.04, 0.0325
1.0, 3.0375, 0.0325
1.0, 3.035, 0.0325
1.0, 3.0325, 0.0325
1.0, 3.03, 0.035
1.0, 3.0275, 0.035
1.0, 3.025, 0.035
1.0, 3.0225, 0.0375
1.0, 3.0225, 0.0375
1.0, 3.02, 0.0375
1.0, 3.0175, 0.0375
1.0, 3.015, 0.0375
1.0, 3.0125, 0.0375
1.0, 3.01, 0.04
1.0, 3.01, 0.04
1.0, 3.0075, 0.04
1.0, 3.005, 0.04
1.0, 3.0025, 0.04
1.0, 3.0025, 0.04
1.0, 3.0025, 0.04
1.0, 3.0025, 0.04
1.0, 3.0025, 0.04
1.0, 3.0, 0.04
1.0, 2.9975, 0.04
1.0, 2.995, 0.0425
1.0, 2.9925, 0.045
1.0, 2.99, 0.045
1.0, 2.9875, 0.0475
1.0, 2.985, 0.0475
1.0, 2.9825, 0.0475
1.0, 2.98, 0.05
1.0, 2.9775, 0.05
1.0, 2.975, 0.0525
1.0, 2.975, 0.0525
1.0, 2.9725, 0.0525
1.0, 2.97, 0.0525
1.0, 2.97, 0.0525
1.0, 2.9675, 0.0525
1.0, 2.965, 0.0525
1.0, 2.9625, 0.0525
1.0, 2.9625, 0.0525
1.0, 2.96, 0.0525
1.0, 2.96, 0.0525
1.0, 2.96, 0.0525
1.0, 2.9575, 0.0525
1.0, 2.955, 0.0525
1.0, 2.955, 0.0525
1.0, 2.9525, 0.0525
1.0, 2.95, 0.0525
1.0, 2.9475, 0.055
1.0, 2.945, 0.055
1.0, 2.9425, 0.055
1.0, 2.94, 0.0575
1.0, 2.94, 0.0575
1.0, 2.9375, 0.0575
1.0, 2.935, 0.0575
1.0, 2.9325, 0.06
1.0, 2.93, 0.0625
1.0, 2.93, 0.0625
1.0, 2.9275, 0.0625
1.0, 2.9275, 0.0625
1.0, 2.925, 0.0625
1.0, 2.9225, 0.0625
1.0, 2.92, 0.065
1.0, 2.9175, 0.065
1.0, 2.915, 0.065
1.0, 2.915, 0.065
1.0, 2.9125, 0.065
1.0, 2.91, 0.065
1.0, 2.91, 0.065
1.0, 2.9075, 0.065
1.0, 2.905, 0.065
1.0, 2.9025, 0.065
1.0, 2.9, 0.065
1.0, 2.9, 0.065
1.0, 2.8975, 0.065
1.0, 2.895, 0.065
1.0, 2.8925, 0.065
1.0, 2.8925, 0.065
1.0, 2.89, 0.0675
1.0, 2.8875, 0.0675
1.0, 2.885, 0.0675
1.0, 2.8825, 0.0675
1.0, 2.88, 0.0675
1.0, 2.8775, 0.0675
1.0, 2.875, 0.0675
1.0, 2.8725, 0.0675
1.0, 2.8725, 0.0675
1.0, 2.87, 0.07
1.0, 2.8675, 0.07
1.0, 2.865, 0.07
1.0, 2.865, 0.07
1.0, 2.8625, 0.07
1.0, 2.8625, 0.07
1.0, 2.86, 0.07
1.0, 2.86, 0.07
1.0, 2.8575, 0.07
1.0, 2.855, 0.07
1.0, 2.8525, 0.07
1.0, 2.8525, 0.07
1.0, 2.85, 0.07
1.0, 2.8475, 0.07
1.0, 2.8475, 0.07
1.0, 2.845, 0.07
1.0, 2.8425, 0.07
1.0, 2.84, 0.07
1.0, 2.8375, 0.0725
1.0, 2.835, 0.0725
1.0, 2.8325, 0.0725
1.0, 2.8325, 0.0725
1.0, 2.83, 0.0725
1.0, 2.8275, 0.0725
1.0, 2.8275, 0.0725
1.0, 2.825, 0.0725
1.0, 2.825, 0.0725
1.0, 2.8225, 0.0725
1.0, 2.82, 0.0725
1.0, 2.82, 0.0725
1.0, 2.8175, 0.075
1.0, 2.815, 0.075
1.0, 2.8125, 0.0775
1.0, 2.8125, 0.0775
1.0, 2.81, 0.0775
1.0, 2.8075, 0.0775
1.0, 2.805, 0.08
1.0, 2.8025, 0.08
1.0, 2.8, 0.0825
1.0, 2.8, 0.0825
1.0, 2.7975, 0.0825
1.0, 2.795, 0.0825
1.0, 2.7925, 0.085
1.0, 2.79, 0.085
1.0, 2.7875, 0.085
1.0, 2.7875, 0.085
1.0, 2.7875, 0.085
1.0, 2.7875, 0.085
1.0, 2.785, 0.085
1.0, 2.785, 0.085
1.0, 2.785, 0.085
1.0, 2.7825, 0.085
1.0, 2.78, 0.085
1.0, 2.7775, 0.085
1.0, 2.775, 0.085
1.0, 2.7725, 0.0875
1.0, 2.77, 0.0875
1.0, 2.7675, 0.0875
1.0, 2.765, 0.0875
1.0, 2.7625, 0.09
1.0, 2.76, 0.0925
1.0, 2.7575, 0.0925
1.0, 2.755, 0.0925
1.0, 2.7525, 0.0925
1.0, 2.75, 0.0925
1.0, 2.7475, 0.095
1.0, 2.745, 0.0975
1.0, 2.7425, 0.0975
1.0, 2.74, 0.0975
1.0, 2.74, 0.0975
1.0, 2.7375, 0.0975
1.0, 2.735, 0.0975
1.0, 2.735, 0.0975
1.0, 2.735, 0.0975
1.0, 2.7325, 0.0975
1.0, 2.7325, 0.0975
1.0, 2.73, 0.0975
1.0, 2.73, 0.0975
1.0, 2.7275, 0.0975
1.0, 2.7275, 0.0975
1.0, 2.7275, 0.0975
1.0, 2.725, 0.0975
1.0, 2.7225, 0.0975
1.0, 2.72, 0.1
1.0, 2.7175, 0.1
1.0, 2.715, 0.1025
1.0, 2.7125, 0.1025
1.0, 2.71, 0.1025
1.0, 2.7075, 0.1025
1.0, 2.705, 0.105
1.0, 2.705, 0.105
1.0, 2.7025, 0.105
1.0, 2.7, 0.105
1.0, 2.6975, 0.105
1.0, 2.695, 0.105
1.0, 2.695, 0.105
1.0, 2.6925, 0.105
1.0, 2.69, 0.105
1.0, 2.6875, 0.105
1.0, 2.6875, 0.105
1.0, 2.685, 0.105
1.0, 2.6825, 0.105
1.0, 2.68, 0.105
1.0, 2.68, 0.105
1.0, 2.6775, 0.105
1.0, 2.675, 0.105
1.0, 2.6725, 0.1075
1.0, 2.67, 0.1075
1.0, 2.67, 0.1075
1.0, 2.6675, 0.11
1.0, 2.6675, 0.11
1.0, 2.665, 0.11
1.0, 2.6625, 0.11
1.0, 2.66, 0.11
1.0, 2.6575, 0.11
1.0, 2.655, 0.11
1.0, 2.6525, 0.11
1.0, 2.6525, 0.11
1.0, 2.65, 0.1125
1.0, 2.6475, 0.1125
1.0, 2.645, 0.1125
1.0, 2.6425, 0.1125
1.0, 2.6425, 0.1125
1.0, 2.6425, 0.1125
1.0, 2.64, 0.1125
1.0, 2.6375, 0.1125
1.0, 2.635, 0.115
1.0, 2.6325, 0.115
1.0, 2.63, 0.1175
1.0, 2.6275, 0.1175
1.0, 2.625, 0.1175
1.0, 2.6225, 0.1175
1.0, 2.6225, 0.1175
1.0, 2.62, 0.1175
1.0, 2.6175, 0.1175
1.0, 2.615, 0.12
1.0, 2.6125, 0.12
1.0, 2.61, 0.1225
1.0, 2.61, 0.1225
1.0, 2.6075, 0.1225
1.0, 2.605, 0.1225
1.0, 2.6025, 0.1225
1.0, 2.6, 0.125
1.0, 2.5975, 0.1275
1.0, 2.595, 0.1275
1.0, 2.5925, 0.1275
1.0, 2.59, 0.1275
1.0, 2.5875, 0.13
1.0, 2.5875, 0.13
1.0, 2.585, 0.13
1.0, 2.5825, 0.13
1.0, 2.58, 0.1325
1.0, 2.5775, 0.1325
1.0, 2.575, 0.1325
1.0, 2.5725, 0.1325
1.0, 2.5725, 0.1325
1.0, 2.57, 0.135
1.0, 2.5675, 0.135
1.0, 2.565, 0.135
1.0, 2.5625, 0.135
1.0, 2.56, 0.135
1.0, 2.56, 0.135
1.0, 2.56, 0.135
1.0, 2.5575, 0.135
1.0, 2.5575, 0.135
1.0, 2.555, 0.135
1.0, 2.5525, 0.135
1.0, 2.55, 0.135
1.0, 2.5475, 0.135
1.0, 2.5475, 0.135
1.0, 2.545, 0.135
1.0, 2.5425, 0.135
1.0, 2.54, 0.1375
1.0, 2.54, 0.1375
1.0, 2.5375, 0.1375
1.0, 2.535, 0.1375
1.0, 2.5325, 0.1375
1.0, 2.53, 0.1375
1.0, 2.53, 0.1375
1.0, 2.5275, 0.1375
1.0, 2.5275, 0.1375
1.0, 2.5275, 0.1375
1.0, 2.525, 0.14
1.0, 2.5225, 0.14
1.0, 2.52, 0.14
1.0, 2.5175, 0.14
1.0, 2.515, 0.14
1.0, 2.5125, 0.1425
1.0, 2.51, 0.1425
1.0, 2.5075, 0.1425
1.0, 2.5075, 0.1425
1.0, 2.505, 0.145
1.0, 2.5025, 0.145
1.0, 2.5, 0.145
1.0, 2.4975, 0.145
1.0, 2.495, 0.145
1.0, 2.495, 0.145
1.0, 2.4925, 0.145
1.0, 2.49, 0.145
1.0, 2.49, 0.145
1.0, 2.4875, 0.145
1.0, 2.485, 0.145
1.0, 2.4825, 0.145
1.0, 2.48, 0.145
1.0, 2.4775, 0.145
1.0, 2.475, 0.145
1.0, 2.4725, 0.145
1.0, 2.4725, 0.145
1.0, 2.47, 0.145
1.0, 2.4675, 0.145
1.0, 2.465, 0.1475
1.0, 2.4625, 0.1475
1.0, 2.46, 0.1475
1.0, 2.4575, 0.1475
1.0, 2.4575, 0.1475
1.0, 2.4575, 0.1475
1.0, 2.455, 0.15
1.0, 2.4525, 0.15
1.0, 2.45, 0.15
1.0, 2.4475, 0.15
1.0, 2.445, 0.15
1.0, 2.4425, 0.1525
1.0, 2.4425, 0.1525
1.0, 2.44, 0.155
1.0, 2.4375, 0.155
1.0, 2.435, 0.1575
1.0, 2.435, 0.1575
1.0, 2.4325, 0.1575
1.0, 2.43, 0.1575
1.0, 2.4275, 0.1575
1.0, 2.425, 0.1575
1.0, 2.425, 0.1575
1.0, 2.425, 0.1575
1.0, 2.4225, 0.1575
1.0, 2.42, 0.1575
1.0, 2.4175, 0.1575
1.0, 2.415, 0.1575
1.0, 2.4125, 0.16
1.0, 2.41, 0.16
1.0, 2.4075, 0.16
1.0, 2.405, 0.16
1.0, 2.405, 0.16
1.0, 2.405, 0.16
1.0, 2.4025, 0.16
1.0, 2.4, 0.16
1.0, 2.3975, 0.16
1.0, 2.395, 0.1625
1.0, 2.395, 0.1625
1.0, 2.3925, 0.1625
1.0, 2.3925, 0.1625
1.0, 2.39, 0.165
1.0, 2.3875, 0.165
1.0, 2.385, 0.165
1.0, 2.3825, 0.165
1.0, 2.38, 0.165
1.0, 2.3775, 0.165
1.0, 2.3775, 0.165
1.0, 2.375, 0.165
1.0, 2.375, 0.165
1.0, 2.3725, 0.165
1.0, 2.37, 0.165
1.0, 2.3675, 0.165
1.0, 2.3675, 0.165
